Group,Y,X
0,122,189
0,153,236
0,165,323
0,216,145
0,201,46
0,224,43
0,243,74
0,345,297
0,379,302
0,438,320
0,461,240
0,477,215
0,415,211
0,412,160
0,383,153
0,381,70
1,79,228
1,110,244
1,125,238
1,133,183
1,124,343
1,296,341
1,329,271
1,223,75
2,223,130
2,238,144
2,220,166
2,143,134
2,199,200
2,179,247
2,249,261
2,300,173
2,310,236
3,153,96
3,174,132
3,115,292
3,52,343
3,124,400
3,184,420
3,154,342
3,145,319
3,159,273
3,215,346
3,237,343
3,225,370
3,302,373
3,313,302
3,335,288
3,298,280
3,296,243
3,288,228
3,263,271
3,245,287
3,251,305
3,330,234
3,292,162
3,261,153
3,236,155
3,224,195
3,252,201
3,265,179
3,292,147
3,269,114
3,222,98
3,225,122
3,192,135
3,181,78
3,197,69
3,170,51
3,277,56
3,289,34
