Group,Y,X
0,243,27
0,371,83
0,408,160
0,421,245
0,431,274
0,430,299
0,435,320
0,365,359
0,366,423
0,332,470
0,249,386
0,251,413
0,188,450
0,186,296
0,132,275
0,165,215
0,170,220
0,197,170
0,49,216
1,213,49
1,265,420
1,370,441
1,394,178
1,350,364
1,402,206
1,298,460
2,350,241
2,252,315
2,248,395
2,238,307
2,254,261
2,207,284
2,185,242
2,202,206
2,150,306
2,97,304
2,98,241
2,120,255
2,134,265
2,140,127
2,189,138
2,279,97
3,268,154
3,298,152
3,328,224
3,137,203
3,166,237
3,142,275
3,166,286
3,245,403
4,390,363
4,341,358
4,354,406
4,354,413
4,361,449
4,288,457
4,245,465
4,236,464
4,174,362
4,157,372
4,100,319
4,215,214
4,217,101
4,336,157
