Group,Y,X
0,38,183
0,45,382
0,60,227
0,73,333
0,74,236
0,75,291
0,75,215
0,80,129
0,84,205
0,86,169
0,89,349
0,92,233
0,97,389
0,117,324
0,137,170
0,138,182
0,148,289
0,150,364
0,151,393
0,156,340
0,157,482
0,168,180
0,173,316
0,182,356
0,192,384
0,190,80
0,193,422
0,191,166
0,204,145
0,204,222
0,212,204
0,219,295
0,230,109
0,253,73
0,258,288
0,270,159
0,271,413
0,277,197
0,300,58
0,327,288
0,331,215
0,327,440
0,348,237
0,355,207
0,366,438
0,374,158
0,373,308
0,382,328
0,383,308
0,402,184
0,412,345
0,437,286
0,486,146
0,502,189
0,43,329
0,43,319
0,58,351
0,83,384
0,95,159
0,194,481
0,203,100
0,219,482
0,223,337
0,251,57
0,325,473
0,348,413
0,395,291
0,403,85
0,418,389
