Group,Y,X
0,13,259
0,13,193
0,174,358
0,201,201
0,207,473
0,211,45
0,243,499
0,251,312
0,252,256
0,325,20
0,360,450
0,386,360
0,393,41
0,406,50
0,410,53
0,427,67
0,433,316
0,455,97
0,46,360
0,62,387
0,67,393
0,94,302
0,99,316
0,97,427
0,119,251
0,131,262
0,135,271
0,136,122
0,149,301
0,156,370
0,182,238
0,185,291
0,187,447
0,194,164
0,205,280
0,211,209
0,235,463
0,244,462
0,247,383
0,249,410
0,251,354
0,266,150
0,293,456
0,296,149
0,325,220
0,334,152
0,340,355
0,346,236
0,348,361
0,354,405
0,363,355
0,366,458
0,368,78
0,369,441
0,392,174
0,400,202
0,406,155
0,414,252
0,419,241
0,421,422
0,428,295
