Group,Y,X
0,45,186
0,51,343
0,62,315
0,62,153
0,74,119
0,77,305
0,80,342
0,86,234
0,87,160
0,89,107
0,90,415
0,97,180
0,99,275
0,105,66
0,106,303
0,114,225
0,121,426
0,127,330
0,129,274
0,133,56
0,135,449
0,138,175
0,148,455
0,161,469
0,166,110
0,178,184
0,180,370
0,181,310
0,180,425
0,184,48
0,188,404
0,191,431
0,199,454
0,217,274
0,220,122
0,225,490
0,232,413
0,247,293
0,248,426
0,252,367
0,259,346
0,258,105
0,259,246
0,257,331
0,263,63
0,263,25
0,262,136
0,267,189
0,266,315
0,270,49
0,273,372
0,278,163
0,288,244
0,288,457
0,293,206
0,290,334
0,299,16
0,320,268
0,320,378
0,324,404
0,334,283
0,343,421
0,350,164
0,352,216
0,350,372
0,357,90
0,366,250
0,378,393
0,401,448
0,416,419
0,426,160
0,435,388
0,445,259
0,455,324
0,455,382
0,456,130
0,76,376
0,151,415
0,202,126
0,212,385
0,325,114
0,329,319
0,372,94
0,396,79
0,418,100
0,449,303
