Group,Y,X
1,11,237
1,19,211
1,25,184
1,28,209
1,30,169
1,38,301
1,38,156
1,40,197
1,40,245
1,44,220
1,47,326
1,48,152
1,54,127
0,57,170
1,60,245
1,62,179
1,63,206
1,71,336
1,72,108
1,73,132
1,73,195
1,80,246
1,87,348
0,87,82
1,89,284
1,90,314
1,89,137
1,91,203
1,95,149
1,96,355
1,97,245
0,97,257
1,100,435
1,102,225
0,104,350
0,105,257
1,111,369
1,123,142
1,129,198
0,130,67
0,129,156
1,131,248
1,132,372
0,132,82
0,132,185
1,136,396
1,143,384
1,147,121
1,150,453
1,152,350
1,152,405
1,159,285
1,162,345
1,164,413
0,163,59
0,166,168
0,167,32
0,169,137
1,171,451
1,173,97
0,183,241
1,184,281
1,184,449
1,187,311
1,186,493
1,187,200
0,191,100
0,194,79
0,195,166
1,196,404
0,197,16
1,196,433
1,198,234
0,202,38
1,202,306
1,204,356
1,208,441
0,208,339
0,209,78
1,211,294
1,211,305
0,214,133
1,216,389
1,216,355
1,217,408
1,219,269
1,222,467
0,224,278
1,225,19
1,225,476
0,226,295
0,226,91
1,228,25
0,229,39
0,228,201
1,230,112
1,230,364
1,233,457
1,234,18
1,236,9
0,237,121
1,242,205
1,243,347
0,244,184
1,251,467
1,251,325
0,258,122
0,264,368
0,263,337
1,267,27
1,269,475
1,268,231
0,268,302
1,270,443
0,270,45
0,272,275
1,273,420
0,278,46
0,280,181
0,280,412
1,285,16
0,288,311
0,289,11
1,291,73
0,291,96
0,291,113
1,295,172
0,297,247
1,301,200
0,302,354
1,305,424
0,308,69
0,310,260
0,311,41
1,314,101
1,313,183
0,315,307
1,316,457
0,316,138
0,318,271
0,318,45
0,319,415
1,324,410
1,327,166
0,328,186
0,330,301
1,331,465
1,332,267
1,334,151
1,337,66
1,337,30
1,340,22
1,343,106
1,346,445
1,347,426
0,350,330
1,352,196
0,354,265
1,359,406
1,362,226
0,365,272
0,368,327
0,368,360
1,368,393
1,368,157
1,376,122
1,375,212
1,378,62
1,378,90
0,378,193
1,379,221
1,381,152
0,380,177
0,379,304
0,381,246
1,382,440
0,384,263
1,389,59
1,389,79
0,392,181
0,395,246
1,396,405
0,404,216
1,406,426
1,409,326
0,412,285
0,409,271
0,418,359
0,427,318
0,429,203
1,435,160
1,438,414
1,438,390
1,440,172
1,444,265
0,445,273
1,449,383
1,451,145
1,452,314
1,455,227
1,458,131
1,463,310
1,469,229
1,468,264
1,470,284
1,470,251
1,472,299
0,475,336
1,477,162
0,481,338
0,483,227
1,484,188
0,495,288
