Group,Y,X
0,47,327
0,48,149
1,69,125
0,81,337
1,81,286
1,87,289
0,95,291
0,94,336
0,98,379
0,99,198
0,101,275
1,119,332
0,121,211
0,124,320
0,124,169
1,130,115
0,133,169
0,140,45
0,147,315
0,166,127
1,166,54
1,174,308
0,176,415
1,178,245
0,179,66
1,178,318
1,179,285
0,188,175
0,188,287
0,190,79
1,195,395
0,200,199
0,202,184
0,205,406
1,208,339
0,211,301
0,217,432
0,226,69
1,226,427
1,243,438
0,250,380
1,257,145
0,260,180
0,264,73
0,264,466
1,267,305
1,278,82
1,287,329
1,289,88
1,300,349
0,309,425
1,317,130
0,328,313
0,329,295
1,331,215
0,344,301
0,349,348
0,351,181
1,352,294
0,359,155
0,361,248
1,361,178
0,368,154
1,370,167
1,371,186
1,372,314
1,373,352
0,391,127
0,402,381
0,409,305
0,411,227
1,448,237
0,449,337
1,458,295
1,460,184
1,470,248
0,474,240
0,488,300
