Group,Y,X
1,66,190
1,74,98
1,74,262
1,77,311
1,83,285
1,92,224
1,114,214
1,116,161
1,122,319
1,139,171
1,154,127
1,164,386
1,166,102
1,172,136
0,175,260
1,179,132
1,178,376
1,192,75
1,196,98
0,199,413
0,203,336
1,211,466
0,223,107
0,226,478
0,231,357
1,235,144
0,242,183
0,245,339
1,251,39
1,251,160
0,260,371
0,262,254
0,267,114
0,273,178
0,283,448
0,309,405
1,313,156
0,314,428
0,318,222
0,331,240
0,333,170
0,353,72
0,360,156
0,374,335
0,390,183
0,394,111
0,394,164
0,410,163
0,435,182
1,438,367
0,441,282
0,442,172
1,443,318
0,446,210
