Group,Y,X
0,82,305
0,96,246
0,116,119
0,119,232
0,124,168
0,133,363
0,136,355
1,142,295
1,157,295
1,158,346
0,161,155
1,162,264
1,161,304
0,166,140
1,167,323
0,167,212
0,172,216
1,174,328
1,176,374
1,177,241
0,183,164
0,186,190
0,186,211
0,191,236
0,194,71
0,197,92
0,200,156
0,202,175
1,202,335
1,206,192
0,206,208
0,210,100
1,212,299
0,214,201
1,215,268
0,217,156
1,217,222
0,220,121
1,222,388
1,221,365
0,239,270
1,240,332
1,244,295
1,245,314
1,247,357
1,248,378
1,247,303
0,249,181
1,249,326
1,253,255
1,252,309
0,261,276
1,262,344
0,270,154
1,270,250
1,274,190
1,278,382
1,278,236
1,278,65
1,281,219
1,287,416
1,286,139
1,290,398
1,291,185
1,291,240
1,293,206
1,301,223
1,302,314
1,306,219
1,314,241
0,317,53
1,314,280
1,322,405
0,329,99
1,326,356
1,329,173
1,327,289
1,329,426
1,330,307
1,335,392
1,338,255
1,343,144
1,349,395
1,351,222
0,352,197
1,354,354
1,355,184
1,357,385
1,371,232
1,382,313
1,391,250
1,426,275
0,472,264
