Group,Y,X
1,46,233
1,89,308
1,95,274
1,105,223
1,108,202
1,112,372
1,115,331
1,123,288
1,122,343
1,172,168
1,185,140
0,189,353
1,203,178
0,207,363
1,218,105
0,217,317
1,220,88
0,226,382
1,228,54
0,233,406
0,234,228
0,241,391
1,244,145
0,258,179
0,261,303
0,265,332
0,263,397
0,266,440
1,279,109
1,285,143
0,282,382
0,290,343
0,292,182
1,295,90
1,304,76
0,306,390
1,319,132
0,326,224
0,329,206
0,339,421
1,335,135
0,357,344
1,363,82
0,361,310
0,361,360
0,366,298
0,372,286
0,391,207
0,391,266
0,420,336
0,424,184
1,483,162
1,488,267
