Group,Y,X
1,47,263
1,53,210
0,64,230
1,67,323
0,80,325
1,80,289
0,103,433
0,124,390
0,149,389
1,155,425
1,168,465
1,179,245
0,204,430
0,204,268
1,203,289
1,206,107
0,211,289
0,219,286
0,221,306
1,221,241
0,231,353
0,233,367
0,246,249
1,257,61
1,258,201
0,258,488
0,264,453
0,267,320
0,270,473
0,272,163
1,269,254
1,297,98
1,302,454
0,307,357
0,308,389
0,314,322
0,316,107
0,329,243
1,333,336
1,334,448
1,371,342
0,375,446
0,377,363
1,394,111
0,400,367
0,405,272
0,414,185
1,416,258
0,422,228
1,430,189
1,447,258
1,454,268
1,486,316
1,487,326
