Group,Y,X
0,26,274
0,33,253
0,34,275
0,40,240
1,42,213
0,43,208
0,46,193
0,47,239
1,54,167
0,79,151
0,79,229
0,79,301
0,88,190
0,89,215
0,91,396
1,92,125
1,93,82
0,102,276
0,105,405
0,107,331
0,108,354
0,109,233
0,112,293
0,114,447
0,116,364
0,117,192
1,121,158
0,121,230
0,121,254
0,137,361
1,144,64
0,154,143
0,157,167
0,159,472
0,161,130
0,166,198
0,166,433
0,174,110
1,176,35
0,187,241
1,190,31
1,195,52
0,201,418
0,210,178
0,216,110
0,217,398
1,218,38
0,218,443
1,222,86
0,224,134
1,226,58
0,256,151
1,261,44
0,261,107
0,269,423
0,270,132
0,278,78
1,282,46
0,286,65
0,294,157
0,294,433
0,300,437
0,301,82
0,302,153
0,315,67
1,328,456
0,333,407
0,338,438
1,340,109
0,350,102
0,350,184
0,354,395
0,361,130
1,364,67
0,381,245
1,384,437
0,386,335
1,396,105
1,404,127
1,419,345
1,426,138
1,430,401
1,440,302
1,444,394
1,456,334
0,465,177
0,476,200
0,481,319
