Group,Y,X
0,26,256
0,28,162
0,31,210
0,31,238
0,51,171
0,56,300
0,57,319
0,60,221
0,61,211
0,64,334
1,65,206
1,67,195
0,69,167
0,70,101
0,74,274
0,76,362
0,79,230
0,83,282
0,82,375
0,85,109
0,88,152
0,89,425
0,92,79
0,95,404
0,98,159
0,99,396
1,106,256
0,107,108
0,108,428
0,110,220
0,118,128
0,119,339
0,120,298
0,121,424
0,124,66
0,125,385
0,126,190
0,125,218
0,128,402
0,128,429
0,130,468
0,134,417
0,133,231
0,134,278
1,133,116
0,134,181
0,134,381
0,136,362
0,138,136
0,145,351
0,150,432
0,155,287
0,155,452
0,157,391
0,159,192
0,162,302
0,161,98
0,163,116
1,165,22
0,167,203
1,173,35
0,175,401
0,178,235
0,179,348
0,180,450
1,183,52
1,184,92
0,186,292
1,186,170
0,186,440
0,187,260
0,194,457
1,193,52
1,200,90
0,202,189
1,203,153
0,205,262
0,205,358
0,208,448
0,211,339
0,212,123
0,211,70
0,215,284
0,217,179
0,217,303
0,224,427
1,226,289
1,226,463
0,228,357
1,229,11
1,230,159
0,231,167
0,233,445
0,232,461
0,234,67
0,234,407
0,238,470
0,240,373
0,241,435
0,241,86
0,240,365
0,242,400
0,248,465
1,247,315
0,247,426
0,250,449
0,251,215
0,249,363
0,255,126
1,257,349
1,256,83
0,258,390
0,258,410
0,260,460
1,260,41
1,264,56
0,264,466
0,267,195
0,269,127
0,276,476
0,273,362
0,274,21
0,274,270
0,275,108
0,275,467
1,276,257
0,282,186
1,283,287
0,291,463
0,291,472
0,294,294
0,297,391
1,303,289
0,307,216
1,307,250
1,308,240
0,311,365
1,311,339
1,313,291
1,316,106
0,321,171
1,321,325
0,321,217
1,321,261
0,325,396
0,331,178
0,333,218
1,332,230
0,336,247
0,338,103
0,342,258
1,346,345
1,348,354
0,349,408
1,350,228
1,356,336
0,354,426
1,354,69
1,354,200
1,362,296
0,361,412
0,369,119
1,368,160
0,370,462
1,374,310
1,373,380
0,373,468
0,375,44
1,376,265
1,377,286
1,377,363
1,383,325
0,384,404
0,384,463
0,388,175
1,389,261
0,392,394
0,394,67
0,396,382
1,397,268
0,399,400
1,407,220
0,408,358
1,409,131
1,412,247
0,411,107
0,411,72
1,412,273
1,414,257
1,415,304
0,429,123
0,429,155
0,431,181
0,434,395
0,438,200
0,437,327
0,439,339
1,438,372
0,445,170
1,444,243
0,446,330
1,448,309
0,453,379
0,455,146
0,459,367
1,470,251
0,473,369
1,477,234
0,477,319
1,478,269
0,490,215
