Group,Y,X
0,47,212
0,93,237
0,94,302
1,98,318
0,119,251
0,130,262
0,133,202
0,137,122
0,149,302
1,155,371
0,163,212
0,165,233
0,166,283
0,169,216
1,174,474
1,174,359
0,182,238
1,185,292
0,186,133
1,187,448
1,194,165
0,199,483
0,201,201
0,204,280
1,207,474
0,211,45
1,211,210
0,214,492
1,216,96
1,235,464
0,237,305
1,242,23
1,244,463
0,245,487
0,244,400
0,247,384
0,246,394
0,249,410
0,250,312
0,253,257
0,262,418
0,266,150
0,276,93
0,291,210
0,295,150
0,325,221
0,331,469
1,334,153
1,340,357
0,347,237
0,348,362
1,353,409
1,363,356
0,366,423
0,368,77
0,369,441
0,372,453
1,386,360
0,392,174
0,400,203
0,406,155
0,414,253
0,419,243
0,428,296
0,430,270
1,433,316
