Group,Y,X
1,43,203
1,44,150
0,51,228
1,58,142
0,59,243
0,60,166
1,61,152
0,63,195
1,66,177
1,71,105
1,76,326
1,87,141
1,92,289
1,94,280
1,94,88
1,100,128
1,108,363
1,108,73
1,109,105
0,111,293
1,118,69
1,120,232
1,121,305
0,121,106
0,125,386
1,124,225
0,124,54
0,128,89
1,132,122
1,131,73
1,131,414
1,132,248
0,134,234
1,136,346
0,136,391
1,143,184
1,147,52
1,152,206
1,154,296
0,165,71
0,165,289
1,167,39
0,170,223
0,168,425
0,169,58
1,173,51
1,177,113
1,178,44
0,182,167
0,187,272
1,188,287
1,194,201
1,197,367
0,196,29
1,198,216
1,197,255
0,198,300
1,198,79
1,199,117
1,205,168
1,206,343
1,207,134
1,210,111
1,210,86
0,219,42
1,218,65
0,219,99
1,225,245
0,227,128
1,227,155
1,229,87
0,233,289
0,234,106
0,240,59
1,241,348
1,242,376
1,248,197
1,254,212
0,258,36
0,258,283
0,263,463
1,262,102
1,266,298
1,266,204
1,266,349
1,272,215
1,275,164
1,277,229
1,279,106
1,280,212
1,279,289
0,280,20
1,281,125
1,285,269
1,285,166
0,286,156
1,289,144
1,295,258
1,301,208
1,306,149
0,308,87
1,308,367
0,315,470
0,318,360
0,320,245
0,326,188
1,332,260
1,336,224
1,335,363
1,339,245
0,353,127
1,352,193
0,355,42
0,359,65
0,362,120
0,369,406
0,385,195
0,385,53
0,392,168
0,394,140
0,394,151
0,399,109
0,417,289
0,423,281
0,432,334
0,434,101
0,466,265
0,476,305
0,322,120
