Group,Y,X
1,83,212
1,86,321
1,91,199
1,97,209
1,97,222
1,101,262
1,103,310
1,106,220
1,108,242
1,109,162
1,110,115
1,112,245
1,114,263
1,115,124
1,116,145
1,116,321
1,121,282
1,124,182
1,128,125
1,136,266
1,137,366
1,145,326
1,153,185
1,156,132
1,155,253
1,157,194
1,168,262
1,170,247
1,170,296
1,180,163
1,181,115
1,182,339
1,191,88
1,191,264
1,192,105
1,195,99
1,197,237
1,201,167
1,201,283
1,208,89
1,208,409
1,212,379
1,211,132
1,212,350
1,218,60
1,220,94
1,227,198
1,228,307
1,228,439
1,231,109
1,234,132
1,235,111
1,237,347
1,237,430
1,239,121
1,241,202
1,254,204
1,254,187
1,255,278
1,256,125
1,258,44
1,261,310
1,268,227
1,278,190
1,278,413
1,284,192
1,285,169
1,290,343
1,291,183
1,295,358
1,304,188
1,303,317
1,306,159
1,308,385
1,308,291
1,312,358
0,317,68
1,317,173
1,317,201
0,321,86
1,322,392
1,323,258
1,324,375
1,328,295
1,330,182
1,330,249
1,335,374
0,342,88
1,344,173
1,347,299
0,349,80
1,351,208
0,352,121
1,353,325
0,354,162
1,355,297
1,358,228
1,359,383
1,359,250
0,361,137
1,361,282
1,362,314
1,366,294
1,368,236
1,369,311
0,371,97
0,371,103
0,372,173
1,375,327
1,377,287
1,376,318
1,383,311
1,390,340
1,393,349
1,394,357
0,396,141
1,402,337
0,403,221
1,404,288
0,406,245
1,405,292
1,406,332
0,407,230
0,408,133
0,411,220
1,418,324
0,421,304
0,427,309
0,430,216
0,430,289
0,434,295
1,435,337
0,438,156
0,440,136
0,442,144
0,442,231
0,444,308
0,463,261
0,466,213
0,467,322
0,468,206
0,475,234
0,475,294
