Group,Y,X
1,31,268
1,84,212
1,106,105
1,151,252
1,158,445
1,161,112
1,169,403
1,171,208
1,174,389
1,179,237
1,199,295
1,202,393
1,207,101
1,215,394
1,231,337
1,232,471
1,251,442
1,261,348
1,285,202
1,292,301
0,291,321
1,297,281
1,318,120
1,323,27
1,335,68
1,341,334
1,350,219
1,354,345
1,358,94
1,359,102
1,358,314
1,365,270
1,368,217
1,379,215
1,391,303
1,396,307
1,399,285
1,400,154
1,404,141
1,407,71
1,407,160
1,412,307
0,415,334
1,418,315
1,423,195
1,422,301
1,428,397
1,441,359
1,443,206
0,444,137
1,448,133
1,448,307
1,457,312
1,458,148
1,460,194
