Group,Y,X
0,58,113
0,68,100
0,75,436
0,112,295
0,123,51
0,198,330
0,209,56
0,226,178
0,280,240
0,290,419
0,296,275
0,301,55
0,336,53
0,340,68
0,345,241
0,347,282
0,355,462
0,389,473
0,395,313
0,410,459
0,413,340
0,49,227
0,50,210
0,80,266
0,80,100
0,119,299
0,122,135
0,123,182
0,125,287
0,135,288
0,135,314
0,151,273
0,156,297
0,161,117
0,161,59
0,179,275
0,173,411
0,175,146
0,193,248
0,199,281
0,206,165
0,211,232
0,216,170
0,221,327
0,224,276
0,225,441
0,232,185
0,236,88
0,260,199
0,258,266
0,259,93
0,263,340
0,279,231
0,283,62
0,283,139
0,288,181
0,294,68
0,301,254
0,308,182
0,313,287
0,311,211
0,324,175
0,328,203
0,336,464
0,332,468
0,337,318
0,336,470
0,339,194
0,348,215
0,357,316
0,356,147
0,369,275
0,374,351
0,380,128
0,398,68
0,405,437
0,409,321
0,412,180
0,411,194
0,410,433
0,421,88
0,455,331
0,470,182
0,474,275
