Group,Y,X
0,485,198
0,245,27
0,322,82
0,364,89
0,461,266
0,457,289
0,430,251
0,380,225
0,371,194
0,395,321
0,355,368
0,259,379
0,195,362
0,167,359
0,122,370
0,102,380
0,80,422
0,184,490
0,207,447
0,218,415
0,265,484
0,437,405
0,442,361
0,380,425
0,442,298
0,227,122
0,257,123
0,121,101
0,136,171
0,155,164
0,188,255
0,185,261
0,194,285
0,248,290
0,138,304
0,96,298
0,105,354
0,51,360
0,64,210
0,58,170
0,94,163
0,59,274
0,222,198
0,180,184
0,227,227
0,262,217
0,299,208
0,293,141
0,316,157
0,298,459
0,255,233
0,173,481
0,463,204
0,385,117
0,334,420
