Group,Y,X
0,44,151
0,74,108
0,111,75
0,149,55
0,171,41
0,198,34
0,133,76
0,132,92
0,111,108
0,124,109
0,103,130
0,123,138
0,135,125
0,168,75
0,179,116
0,201,83
0,221,69
0,220,44
0,243,62
0,261,42
0,213,90
0,232,91
0,243,95
0,237,111
0,223,102
0,213,114
0,202,122
0,210,135
0,231,131
0,231,158
0,265,105
0,282,110
0,311,90
0,325,122
0,355,130
0,388,56
0,437,105
0,398,144
0,399,154
0,395,172
0,388,198
0,357,197
0,309,154
0,292,146
0,285,127
0,279,166
0,299,178
0,251,202
0,259,218
0,271,211
0,282,217
0,304,210
0,208,170
0,185,171
0,89,143
0,87,170
0,70,178
0,66,198
0,43,206
0,53,230
0,62,246
0,125,232
0,146,186
0,155,208
0,136,235
0,134,251
0,95,286
0,79,328
0,62,347
0,113,297
0,158,278
0,172,225
0,196,205
0,201,218
0,229,247
0,202,256
0,191,274
0,167,292
0,157,298
0,123,309
0,139,349
0,111,366
0,130,389
0,171,429
0,267,465
0,319,474
0,191,290
0,202,303
0,211,346
0,200,369
0,247,380
0,244,350
0,271,352
0,238,291
0,262,286
0,270,302
0,288,271
0,299,261
0,339,227
0,350,242
0,343,250
0,336,264
0,311,371
0,323,363
0,337,367
0,373,409
0,436,336
0,480,309
0,469,269
