Group,Y,X
0,56,239
0,142,97
0,175,103
0,214,56
0,250,40
0,212,95
0,223,95
0,290,103
0,288,119
0,371,92
0,359,195
0,400,207
0,410,195
0,423,205
0,415,215
0,458,212
0,437,231
0,440,254
0,455,279
0,465,313
0,423,284
0,410,259
0,395,236
0,388,254
0,375,255
0,359,257
0,350,227
0,327,227
0,310,191
0,288,152
0,257,136
0,228,127
0,214,123
0,152,128
0,123,146
0,135,143
0,151,155
0,141,163
0,127,169
0,118,193
0,116,207
0,167,153
0,183,157
0,195,158
0,216,142
0,231,149
0,236,171
0,193,177
0,181,195
0,217,201
0,262,191
0,239,210
0,228,212
0,215,223
0,269,227
0,279,214
0,279,225
0,289,231
0,304,218
0,311,249
0,326,251
0,325,267
0,356,282
0,363,289
0,373,295
0,387,278
0,403,299
0,408,308
0,407,324
0,407,341
0,397,350
0,383,351
0,385,331
0,387,392
0,402,417
0,367,388
0,349,378
0,342,351
0,357,330
0,336,308
0,290,257
0,326,320
0,307,328
0,313,353
0,307,363
0,299,375
0,324,426
0,242,440
0,261,407
0,239,416
0,211,411
0,206,444
0,175,422
0,215,371
0,236,367
0,279,351
0,287,333
0,287,316
0,280,324
0,276,333
0,267,337
0,253,335
0,234,327
0,225,348
0,194,353
0,163,379
0,251,307
0,248,287
0,265,275
0,221,280
0,202,270
0,198,249
0,171,234
0,136,235
0,106,231
0,163,249
0,159,276
0,168,292
0,183,303
0,203,302
0,173,319
0,163,321
0,151,315
0,154,294
0,130,261
0,134,296
0,140,322
0,107,380
0,97,382
0,101,367
0,69,335
0,77,323
0,86,307
0,99,298
0,98,283
0,47,285
0,44,315
