FileName,TruePositive,FalsePositive,FalseNegative,Precision,Recall,F-measure
10_95.png,73,6,29,0.924050632911,0.71568627451,0.806629834254
11_95.png,83,11,12,0.882978723404,0.873684210526,0.878306878307
12_111.png,70,11,21,0.864197530864,0.769230769231,0.813953488372
13_117.png,91,27,7,0.771186440678,0.928571428571,0.842592592593
14_120.png,97,17,14,0.850877192982,0.873873873874,0.862222222222
15_120.png,84,2,31,0.976744186047,0.730434782609,0.835820895522
16_123.png,86,16,24,0.843137254902,0.781818181818,0.811320754717
17_125.png,63,17,20,0.7875,0.759036144578,0.773006134969
18_192.png,128,14,46,0.901408450704,0.735632183908,0.810126582278
19_209.png,154,21,29,0.88,0.841530054645,0.860335195531
1_31.png,31,15,0,0.673913043478,1.0,0.805194805195
20_242.png,163,3,63,0.981927710843,0.721238938053,0.831632653061
21_264.png,164,19,73,0.896174863388,0.691983122363,0.780952380952
22_264.png,272,30,62,0.900662251656,0.814371257485,0.85534591195
23_288.png,195,27,57,0.878378378378,0.77380952381,0.822784810127
24_cklab.png,22,7,11,0.758620689655,0.666666666667,0.709677419355
25_cklab.png,28,6,3,0.823529411765,0.903225806452,0.861538461538
26_cklab.png,39,9,18,0.8125,0.684210526316,0.742857142857
27_cklab.png,39,12,15,0.764705882353,0.722222222222,0.742857142857
28_cklab.png,205,25,72,0.891304347826,0.740072202166,0.808678500986
29_cklab.png,190,12,86,0.940594059406,0.688405797101,0.794979079498
2_34.png,33,15,3,0.6875,0.916666666667,0.785714285714
3_52.png,34,6,15,0.85,0.69387755102,0.76404494382
4_57.png,35,17,13,0.673076923077,0.729166666667,0.7
5_66.png,42,13,15,0.763636363636,0.736842105263,0.75
6_77.png,36,10,20,0.782608695652,0.642857142857,0.705882352941
7_82.png,51,18,11,0.739130434783,0.822580645161,0.778625954198
8_84.png,47,17,8,0.734375,0.854545454545,0.789915966387
9_89.png,80,21,6,0.792079207921,0.93023255814,0.855614973262
IMAG2881.png,75,18,32,0.806451612903,0.700934579439,0.75
IMAG2888.png,13,10,6,0.565217391304,0.684210526316,0.619047619048
IMAG2889.png,16,4,3,0.8,0.842105263158,0.820512820513
IMG_0999.png,10,12,20,0.454545454545,0.333333333333,0.384615384615
IMG_1000.png,1,45,30,0.0217391304348,0.0322580645161,0.025974025974
IMG_1001.png,24,22,14,0.521739130435,0.631578947368,0.571428571429
IMG_1002.png,56,17,38,0.767123287671,0.595744680851,0.670658682635
IMG_1003.png,9,8,12,0.529411764706,0.428571428571,0.473684210526
IMG_1004.png,14,20,6,0.411764705882,0.7,0.518518518519
IMG_1005.png,7,4,3,0.636363636364,0.7,0.666666666667
IMG_1006.png,2,5,11,0.285714285714,0.153846153846,0.2
IMG_1007.png,3,7,8,0.3,0.272727272727,0.285714285714
IMG_1008.png,28,16,19,0.636363636364,0.595744680851,0.615384615385
IMG_1009.png,6,2,50,0.75,0.107142857143,0.1875
IMG_1010.png,13,3,18,0.8125,0.41935483871,0.553191489362
IMG_1011.png,16,12,6,0.571428571429,0.727272727273,0.64
IMG_1012.png,14,10,8,0.583333333333,0.636363636364,0.608695652174
IMG_1013.png,15,16,13,0.483870967742,0.535714285714,0.508474576271
IMG_1014.png,81,15,68,0.84375,0.543624161074,0.661224489796
IMG_1015.png,48,14,33,0.774193548387,0.592592592593,0.671328671329
IMG_1016.png,17,10,9,0.62962962963,0.653846153846,0.641509433962
IMG_1017.png,2,12,3,0.142857142857,0.4,0.210526315789
IMG_1018.png,1,11,2,0.0833333333333,0.333333333333,0.133333333333
IMG_1019.png,0,8,2,0.0,0.0,0
IMG_1020.png,26,16,19,0.619047619048,0.577777777778,0.597701149425
IMG_1021.png,1,12,9,0.0769230769231,0.1,0.0869565217391
IMG_1022.png,31,12,16,0.720930232558,0.659574468085,0.688888888889
IMG_1023.png,27,18,29,0.6,0.482142857143,0.534653465347
IMG_1024.png,23,4,26,0.851851851852,0.469387755102,0.605263157895
IMG_1025.png,26,19,19,0.577777777778,0.577777777778,0.577777777778
IMG_1026.png,12,17,1,0.413793103448,0.923076923077,0.571428571429
IMG_1027.png,3,13,3,0.1875,0.5,0.272727272727
IMG_1028.png,0,12,7,0.0,0.0,0
IMG_1029.png,1,8,1,0.111111111111,0.5,0.181818181818
IMG_1030.png,14,11,8,0.56,0.636363636364,0.595744680851
IMG_1031.png,10,12,6,0.454545454545,0.625,0.526315789474
IMG_1032.png,41,7,22,0.854166666667,0.650793650794,0.738738738739
IMG_1033.png,59,8,37,0.880597014925,0.614583333333,0.723926380368
IMG_1034.png,67,17,41,0.797619047619,0.62037037037,0.697916666667
IMG_1035.png,18,10,13,0.642857142857,0.58064516129,0.610169491525
IMG_1036.png,38,17,17,0.690909090909,0.690909090909,0.690909090909
IMG_1037.png,14,10,9,0.583333333333,0.608695652174,0.595744680851
IMG_1038.png,3,9,2,0.25,0.6,0.352941176471
IMG_1039.png,0,6,6,0.0,0.0,0
IMG_1040.png,6,10,5,0.375,0.545454545455,0.444444444444
IMG_1041.png,23,17,3,0.575,0.884615384615,0.69696969697
IMG_1042.png,48,13,28,0.786885245902,0.631578947368,0.700729927007
IMG_1043.png,0,7,11,0.0,0.0,0
IMG_1044.png,11,11,7,0.5,0.611111111111,0.55
IMG_1045.png,4,9,1,0.307692307692,0.8,0.444444444444
IMG_1046.png,0,16,7,0.0,0.0,0
IMG_DL147-3B.png,15,6,21,0.714285714286,0.416666666667,0.526315789474
