Group,Y,X
0,16,263
0,23,319
0,48,216
0,134,266
0,139,274
0,102,320
0,135,204
0,140,126
0,214,45
0,246,24
0,220,98
0,190,136
0,281,96
0,373,79
0,338,158
0,299,151
0,272,152
0,199,167
0,170,217
0,169,239
0,186,243
0,204,204
0,216,213
0,329,226
0,404,207
0,411,158
0,418,255
0,434,275
0,437,320
0,391,363
0,368,360
0,344,361
0,357,413
0,362,451
0,336,475
0,296,459
0,245,467
0,248,489
0,209,479
0,197,495
0,177,478
0,192,450
0,128,455
0,159,375
0,178,363
0,151,306
0,168,286
0,188,296
0,207,284
0,258,259
0,255,315
0,254,359
0,251,386
0,253,413
0,267,422
