Group,Y,X
0,354,486
0,372,443
0,455,402
0,211,463
0,222,507
0,274,417
0,195,425
0,197,383
0,185,358
0,224,299
0,263,289
0,388,332
0,414,380
0,423,356
0,416,347
0,442,288
0,385,310
0,377,310
0,328,292
0,351,240
0,333,216
0,358,210
0,406,188
0,380,162
0,279,200
0,271,160
0,215,209
0,205,224
0,225,340
0,174,320
0,159,344
0,150,294
0,116,328
0,99,393
0,73,386
0,92,355
0,75,336
0,45,321
0,77,294
0,56,271
0,45,256
0,79,238
0,61,231
0,95,234
0,85,209
0,142,188
0,140,170
0,171,180
0,206,150
0,232,111
0,206,103
0,192,83
0,257,74
0,257,61
0,147,59
0,82,134
0,95,161
0,38,185
0,53,147
0,85,173
0,15,218
0,308,62
