Group,Y,X
0,92,199
0,112,204
0,107,224
0,144,198
0,161,211
0,175,217
0,176,171
0,160,126
0,220,108
0,242,133
0,248,148
0,287,146
0,282,109
0,300,92
0,311,77
0,340,138
0,296,184
0,260,182
0,207,180
0,219,203
0,236,205
0,218,237
0,212,246
0,236,232
0,230,260
0,273,252
0,282,259
0,277,273
0,329,227
0,427,188
0,396,209
0,376,248
0,396,269
0,412,286
0,375,289
0,368,301
0,364,314
0,423,340
0,365,364
0,377,375
0,353,417
0,343,428
0,320,437
0,339,385
0,314,297
0,301,304
0,295,299
0,263,307
0,128,270
0,126,291
0,114,314
0,78,294
0,124,431
0,128,425
0,112,428
0,148,411
0,159,445
0,216,473
0,236,481
0,233,463
0,253,488
0,276,484
0,285,480
0,235,411
0,245,395
0,209,365
0,269,336
0,292,348
0,285,385
0,308,393
