Group,Y,X
0,92,107
0,94,119
0,74,145
0,84,170
0,80,195
0,57,259
0,49,282
0,75,327
0,86,311
0,97,304
0,97,297
0,97,287
0,103,274
0,143,99
0,171,63
0,159,105
0,174,104
0,185,105
0,156,122
0,154,130
0,180,130
0,124,136
0,122,148
0,136,146
0,145,167
0,125,169
0,151,156
0,165,153
0,181,157
0,190,168
0,192,179
0,183,196
0,115,193
0,119,206
0,112,208
0,118,213
0,106,233
0,129,244
0,137,249
0,136,238
0,132,259
0,129,266
0,144,262
0,138,269
0,137,298
0,150,319
0,136,342
0,119,361
0,127,386
0,147,375
0,103,370
0,138,323
0,158,279
0,155,295
0,165,253
0,171,233
0,199,250
0,166,290
0,170,295
0,173,316
0,164,322
0,183,302
0,201,305
0,190,346
0,197,353
0,162,377
0,154,416
0,173,424
0,160,462
0,181,462
0,192,463
0,179,419
0,214,411
0,211,444
0,244,442
0,235,416
0,255,460
0,259,468
0,263,412
0,232,388
0,223,386
0,214,373
0,228,351
0,238,365
0,238,324
0,242,339
0,254,335
0,268,363
0,260,370
0,127,77
0,206,62
0,210,57
0,213,58
0,250,47
0,273,37
0,275,41
0,271,64
0,301,60
0,309,52
0,331,49
0,324,61
0,346,61
0,209,86
0,211,98
0,225,98
0,215,126
0,226,83
0,217,145
0,195,160
0,252,137
0,263,137
0,290,105
0,288,118
0,288,151
0,264,193
0,256,191
0,219,201
0,225,213
0,221,225
0,210,267
0,221,282
0,225,278
0,232,276
0,232,285
0,245,302
0,242,282
0,271,274
0,277,286
0,276,311
0,265,332
0,279,353
0,275,337
0,279,328
0,289,316
0,291,357
0,289,323
0,301,375
0,305,365
0,313,355
0,325,426
0,348,381
0,359,371
0,368,386
0,390,393
0,401,377
0,403,417
0,375,455
0,277,215
0,274,226
0,284,226
0,287,229
0,279,253
0,305,314
0,308,331
0,308,327
0,319,318
0,328,323
0,326,319
0,291,261
0,305,220
0,305,198
0,311,190
0,335,190
0,329,208
0,326,225
0,328,229
0,324,231
0,327,241
0,328,254
0,311,249
0,323,269
0,326,358
0,380,91
0,374,100
0,398,116
0,399,128
0,393,133
0,429,120
0,463,154
0,471,166
0,463,168
0,434,168
0,416,163
0,403,156
0,392,162
0,400,170
0,337,148
0,350,177
0,341,213
0,348,226
0,348,238
0,362,229
0,362,239
0,361,253
0,378,255
0,383,252
0,379,217
0,386,212
0,386,191
0,397,196
0,395,208
0,402,210
0,404,205
0,408,198
0,412,194
0,418,215
0,421,206
0,460,213
0,482,198
0,463,234
0,456,241
0,438,231
0,463,249
0,457,276
0,452,281
0,444,257
0,418,232
0,399,234
0,391,237
0,400,242
0,412,259
0,433,286
0,424,285
0,424,295
0,408,284
0,406,297
0,408,310
0,408,324
0,408,336
0,400,352
0,399,267
0,392,257
0,387,265
0,388,272
0,388,274
0,370,283
0,358,282
0,364,288
0,369,300
0,369,292
0,370,313
0,362,313
0,358,330
0,379,337
0,382,330
0,386,335
0,390,326
0,396,322
0,378,311
0,42,235
0,467,316
0,358,300
