Group,Y,X
0,104,415
0,104,428
0,141,471
0,230,492
0,237,457
0,287,433
0,411,326
0,480,255
0,469,250
0,436,128
0,428,186
0,400,277
0,411,186
0,396,186
0,387,187
0,378,187
0,371,202
0,409,171
0,400,171
0,391,142
0,373,165
0,348,158
0,338,96
0,233,68
0,223,65
0,217,80
0,215,89
0,186,94
0,179,102
0,218,119
0,238,109
0,221,142
0,237,161
0,229,149
0,203,163
0,186,136
0,164,164
0,151,161
0,130,133
0,119,118
0,86,142
0,65,177
0,100,163
0,100,174
0,104,193
0,114,185
0,129,189
0,166,200
0,213,219
0,247,215
0,297,194
0,319,197
0,319,209
0,335,219
0,327,253
0,348,283
0,343,301
0,333,302
0,322,342
0,304,299
0,304,292
0,293,295
0,295,307
0,299,319
0,293,355
0,289,388
0,282,402
0,253,420
0,239,419
0,206,416
0,200,378
0,250,342
0,275,295
0,267,296
0,252,303
0,248,283
0,240,289
0,264,239
0,167,236
0,122,213
0,106,240
0,96,243
0,124,278
0,127,296
0,120,296
0,147,309
0,157,312
0,182,325
0,176,307
0,185,309
0,201,314
0,212,294
0,173,331
0,137,345
0,125,346
0,119,363
