Group,Y,X
0,117,121
0,127,171
0,122,234
0,97,249
0,84,306
0,137,358
0,134,368
0,177,375
0,159,348
0,177,333
0,168,327
0,164,307
0,157,297
0,142,297
0,226,390
0,206,337
0,220,348
0,215,344
0,215,338
0,218,337
0,254,382
0,250,363
0,224,369
0,243,333
0,252,329
0,268,348
0,282,386
0,293,400
0,291,416
0,325,407
0,334,430
0,339,393
0,353,399
0,363,387
0,354,376
0,358,357
0,387,318
0,432,278
0,478,267
0,397,253
0,328,358
0,333,307
0,305,317
0,254,312
0,248,316
0,250,308
0,246,297
0,212,303
0,218,273
0,189,259
0,186,263
0,164,266
0,177,243
0,156,229
0,167,213
0,172,217
0,193,242
0,200,234
0,189,215
0,191,196
0,161,161
0,170,144
0,187,167
0,202,160
0,218,160
0,203,179
0,210,196
0,219,205
0,212,212
0,222,225
0,219,232
0,218,237
0,225,233
0,258,257
0,273,254
0,280,266
0,285,259
0,293,266
0,334,292
0,324,295
0,320,284
0,244,274
0,253,185
0,200,97
0,210,104
0,220,123
0,196,74
0,320,56
0,380,92
0,335,101
0,271,135
0,268,142
0,273,157
0,277,194
0,296,188
0,334,177
0,290,141
0,349,148
0,361,188
0,354,201
0,357,226
0,342,257
0,320,243
0,295,243
0,281,240
0,285,226
0,296,211
0,306,228
0,308,223
0,346,215
0,377,233
