Group,Y,X
0,76,230
0,67,359
0,123,345
0,168,327
0,111,245
0,124,239
0,132,183
0,145,134
0,175,34
0,202,46
0,224,44
0,224,76
0,243,74
0,220,133
0,218,148
0,220,167
0,197,204
0,177,252
0,251,262
0,241,144
0,302,177
0,313,239
0,334,276
0,344,301
0,295,343
0,386,154
0,383,73
0,427,96
0,482,174
0,381,307
0,21,219
1,112,94
1,154,97
1,171,51
1,179,78
1,198,68
1,286,35
1,349,31
1,398,56
1,415,160
1,417,214
1,479,217
1,465,243
1,417,273
1,439,323
1,329,236
1,277,56
1,270,85
1,220,99
1,224,123
1,190,135
1,173,132
1,120,189
1,150,238
1,157,276
1,109,297
1,134,296
1,145,324
1,52,346
1,271,115
1,240,155
1,260,155
1,292,149
1,295,164
1,265,181
1,252,204
1,222,194
1,286,230
1,299,245
1,299,283
1,314,306
1,339,290
1,263,273
1,245,290
1,251,309
1,303,376
1,237,348
1,216,348
1,225,375
1,155,348
1,124,406
1,184,425
0,317,284
