Group,Y,X
0,114,113
0,245,71
0,262,62
0,278,70
0,313,96
0,326,94
0,366,51
0,401,63
0,414,83
0,430,87
0,398,116
0,378,98
0,390,135
0,418,146
0,383,167
0,478,159
0,312,139
0,319,149
0,310,159
0,328,163
0,324,183
0,250,127
0,200,136
0,182,143
0,178,187
0,205,216
0,212,199
0,247,195
0,257,223
0,253,255
0,338,205
0,364,214
0,346,228
0,382,247
0,422,293
0,434,308
0,492,332
0,480,364
0,460,359
0,449,395
0,434,410
0,447,411
0,430,366
0,414,379
0,406,326
0,399,339
0,399,355
0,380,348
0,368,281
0,364,293
0,364,307
0,326,283
0,342,299
0,343,327
0,351,333
0,314,285
0,296,295
0,310,311
0,301,319
0,319,327
0,350,361
0,366,371
0,384,382
0,370,405
0,383,421
0,380,435
0,406,432
0,397,449
0,361,455
0,354,460
0,350,451
0,355,434
0,356,419
0,338,408
0,341,424
0,323,431
0,310,453
0,319,415
0,309,407
0,322,381
0,281,323
0,264,276
0,265,295
0,229,307
0,206,296
0,153,264
0,159,283
0,166,305
0,175,327
0,190,319
0,193,344
0,182,343
0,169,348
0,162,368
0,225,343
0,210,363
0,207,387
0,253,351
0,271,355
0,286,363
0,274,369
0,249,375
0,243,387
0,253,389
0,269,388
0,278,411
0,290,420
0,288,433
0,252,442
0,250,493
0,222,453
0,199,467
0,182,491
0,179,465
0,162,467
0,156,478
0,148,467
0,191,446
0,171,453
0,159,439
0,131,436
0,124,420
0,114,456
0,153,402
0,160,411
0,178,412
0,178,399
0,197,411
0,196,429
0,221,399
0,241,418
0,146,356
0,147,343
0,136,342
0,114,352
0,89,388
0,96,406
0,78,415
0,67,403
0,70,389
0,60,392
0,49,378
0,58,351
0,34,339
0,62,324
0,84,347
0,89,316
0,86,299
0,70,279
0,94,274
0,105,280
0,134,316
0,118,266
0,86,260
0,87,204
0,68,214
0,56,245
0,48,267
0,29,273
0,26,293
0,33,245
0,36,235
0,31,205
0,36,172
0,45,179
0,59,163
