Group,Y,X
0,109,92
0,152,97
0,181,76
0,197,69
0,203,44
0,223,43
0,288,33
0,347,29
0,383,70
0,423,93
0,385,154
0,412,161
0,480,175
0,476,216
0,464,244
0,415,212
0,414,272
0,440,324
0,380,307
0,336,290
0,332,272
0,316,304
0,299,283
0,299,245
0,329,236
0,286,231
0,300,174
0,295,164
0,293,149
0,268,113
0,271,86
0,276,54
0,243,74
0,223,97
0,223,125
0,239,149
0,261,156
0,267,179
0,254,202
0,217,144
0,220,167
0,223,195
0,196,203
0,190,136
0,174,132
0,144,133
0,131,184
0,120,188
0,74,231
0,110,246
0,151,238
0,179,252
0,158,275
0,250,263
0,264,272
0,245,289
0,251,306
0,295,345
0,303,377
0,235,346
0,224,372
0,215,350
0,185,424
0,123,408
0,66,359
0,51,345
0,123,346
0,155,344
0,167,328
0,146,325
0,133,298
0,111,296
