Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,325.5,470,1,0,1,28,3,60,251,127.429,127.536,1.39286,5.95284,4.8311,2.20532, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,269,462,1,0,1,37,3,50,251,137.973,116.757,1.32432,15.2497,5.51068,2.54315, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,203.5,460.5,1,0,1,79,5,62,251,130.228,135.759,1.11392,10.9619,13.3147,2.20113, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,241.5,448,1,0,1,23,3,56,251,129.522,120.174,1.47826,13.8769,8.3227,2.66471, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,282.5,437,1,0,1,24,3,60,251,129.875,130.958,1.16667,8.85977,7.74833,2.21335, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,190.75,433.25,1,0,1,18,3,60,251,126.667,128,1.38889,10.3333,9.91939,2.60343, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,245.5,426.5,1,0,1,30,3,60,251,130.1,131.6,1.1,10.0309,9.4601,2.10604, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,96.25,408.75,1,0,1,29,3,50,251,141.207,115.793,0.896552,11.1756,4.08924,2.26885, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,345.75,396.25,1,0,1,24,3,60,251,134.083,135.208,1,9.59223,8.97903,2.35401, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,262.75,395.75,1,0,1,43,4,60,251,138.581,140.488,1.18605,12.6264,11.8271,2.40192, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,173,378,1,0,1,31,4,56,252,152.29,139.71,1.48387,13.6062,5.65031,2.62383, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,105,370.5,1,0,1,44,5,60,251,131.432,132.545,1.29545,12.9095,12.4979,2.25371, "2016-07-03 [上午2:50:59]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\lab_2016\LabData\multiple_colony_data\IMG_1013.png", 1,143,367,1,0,1,41,4,62,252,139.634,147.098,1.21951,11.9539,13.4152,2.31617, "2016-07-03 [上午2:50:59]: no comment"
