FileName,TruePositive,FalsePositive,FalseNegative,Precision,Recall,F-measure
10_95.png,61,7,41,0.897058823529,0.598039215686,0.717647058824
11_95.png,54,3,41,0.947368421053,0.568421052632,0.710526315789
12_111.png,51,3,40,0.944444444444,0.56043956044,0.703448275862
13_117.png,59,2,39,0.967213114754,0.602040816327,0.74213836478
14_120.png,90,3,21,0.967741935484,0.810810810811,0.882352941176
15_120.png,55,2,60,0.964912280702,0.478260869565,0.639534883721
16_123.png,83,2,27,0.976470588235,0.754545454545,0.851282051282
17_125.png,31,7,52,0.815789473684,0.373493975904,0.512396694215
18_192.png,51,6,123,0.894736842105,0.293103448276,0.441558441558
19_209.png,92,4,91,0.958333333333,0.502732240437,0.659498207885
1_31.png,9,2,22,0.818181818182,0.290322580645,0.428571428571
20_242.png,92,2,134,0.978723404255,0.407079646018,0.575
21_264.png,139,4,98,0.972027972028,0.586497890295,0.731578947368
22_264.png,84,4,250,0.954545454545,0.251497005988,0.398104265403
23_288.png,161,8,91,0.952662721893,0.638888888889,0.764845605701
24_cklab.png,23,16,10,0.589743589744,0.69696969697,0.638888888889
25_cklab.png,26,2,5,0.928571428571,0.838709677419,0.881355932203
26_cklab.png,42,11,15,0.792452830189,0.736842105263,0.763636363636
27_cklab.png,41,11,13,0.788461538462,0.759259259259,0.77358490566
28_cklab.png,190,21,87,0.900473933649,0.685920577617,0.77868852459
29_cklab.png,201,12,75,0.943661971831,0.728260869565,0.822085889571
2_34.png,28,24,8,0.538461538462,0.777777777778,0.636363636364
3_52.png,24,10,25,0.705882352941,0.489795918367,0.578313253012
4_57.png,37,5,11,0.880952380952,0.770833333333,0.822222222222
5_66.png,36,8,21,0.818181818182,0.631578947368,0.712871287129
6_77.png,38,3,18,0.926829268293,0.678571428571,0.783505154639
7_82.png,47,6,15,0.88679245283,0.758064516129,0.817391304348
8_84.png,41,5,14,0.891304347826,0.745454545455,0.811881188119
9_89.png,63,6,23,0.913043478261,0.732558139535,0.812903225806
IMAG2881.png,73,8,34,0.901234567901,0.682242990654,0.776595744681
IMAG2888.png,14,6,5,0.7,0.736842105263,0.717948717949
IMAG2889.png,16,5,3,0.761904761905,0.842105263158,0.8
IMG_0999.png,29,6,1,0.828571428571,0.966666666667,0.892307692308
IMG_1000.png,29,6,2,0.828571428571,0.935483870968,0.878787878788
IMG_1001.png,35,1,3,0.972222222222,0.921052631579,0.945945945946
IMG_1002.png,75,3,19,0.961538461538,0.797872340426,0.872093023256
IMG_1003.png,21,1,0,0.954545454545,1.0,0.976744186047
IMG_1004.png,17,0,3,1.0,0.85,0.918918918919
IMG_1005.png,10,0,0,1.0,1.0,1.0
IMG_1006.png,13,0,0,1.0,1.0,1.0
IMG_1007.png,10,3,1,0.769230769231,0.909090909091,0.833333333333
IMG_1008.png,46,1,1,0.978723404255,0.978723404255,0.978723404255
IMG_1009.png,54,0,2,1.0,0.964285714286,0.981818181818
IMG_1010.png,28,0,3,1.0,0.903225806452,0.949152542373
IMG_1011.png,19,0,3,1.0,0.863636363636,0.926829268293
IMG_1012.png,22,1,0,0.95652173913,1.0,0.977777777778
IMG_1013.png,26,2,2,0.928571428571,0.928571428571,0.928571428571
IMG_1014.png,126,3,23,0.976744186047,0.845637583893,0.906474820144
IMG_1015.png,75,2,6,0.974025974026,0.925925925926,0.949367088608
IMG_1016.png,24,2,2,0.923076923077,0.923076923077,0.923076923077
IMG_1017.png,4,0,1,1.0,0.8,0.888888888889
IMG_1018.png,3,1,0,0.75,1.0,0.857142857143
IMG_1019.png,1,8,1,0.111111111111,0.5,0.181818181818
IMG_1020.png,40,3,5,0.93023255814,0.888888888889,0.909090909091
IMG_1021.png,10,0,0,1.0,1.0,1.0
IMG_1022.png,40,0,7,1.0,0.851063829787,0.919540229885
IMG_1023.png,50,3,6,0.943396226415,0.892857142857,0.917431192661
IMG_1024.png,42,6,7,0.875,0.857142857143,0.865979381443
IMG_1025.png,39,1,6,0.975,0.866666666667,0.917647058824
IMG_1026.png,13,0,0,1.0,1.0,1.0
IMG_1027.png,6,0,0,1.0,1.0,1.0
IMG_1028.png,7,2,0,0.777777777778,1.0,0.875
IMG_1029.png,2,2,0,0.5,1.0,0.666666666667
IMG_1030.png,20,3,2,0.869565217391,0.909090909091,0.888888888889
IMG_1031.png,15,1,1,0.9375,0.9375,0.9375
IMG_1032.png,60,2,3,0.967741935484,0.952380952381,0.96
IMG_1033.png,78,1,18,0.987341772152,0.8125,0.891428571429
IMG_1034.png,91,4,17,0.957894736842,0.842592592593,0.896551724138
IMG_1035.png,28,2,3,0.933333333333,0.903225806452,0.918032786885
IMG_1036.png,51,4,4,0.927272727273,0.927272727273,0.927272727273
IMG_1037.png,23,1,0,0.958333333333,1.0,0.978723404255
IMG_1038.png,5,0,0,1.0,1.0,1.0
IMG_1039.png,6,1,0,0.857142857143,1.0,0.923076923077
IMG_1040.png,10,0,1,1.0,0.909090909091,0.952380952381
IMG_1041.png,25,0,1,1.0,0.961538461538,0.980392156863
IMG_1042.png,65,1,11,0.984848484848,0.855263157895,0.915492957746
IMG_1043.png,11,1,0,0.916666666667,1.0,0.95652173913
IMG_1044.png,16,0,2,1.0,0.888888888889,0.941176470588
IMG_1045.png,5,2,0,0.714285714286,1.0,0.833333333333
IMG_1046.png,7,2,0,0.777777777778,1.0,0.875
IMG_DL147-3B.png,35,1,1,0.972222222222,0.972222222222,0.972222222222
