Group,Y,X
1,47,212
1,93,237
1,94,302
0,98,318
1,119,251
1,130,262
1,133,202
1,137,122
1,149,302
0,155,371
1,163,212
1,165,233
1,166,283
1,169,216
0,174,474
0,174,359
1,182,238
1,185,292
1,186,133
0,187,448
0,194,165
1,199,483
1,201,201
1,204,280
0,207,474
1,211,45
0,211,210
1,214,492
0,216,96
0,235,464
1,237,305
0,242,23
0,244,463
1,245,487
1,244,400
1,247,384
1,246,394
1,249,410
1,250,312
1,253,257
1,262,418
1,266,150
1,276,93
1,291,210
1,295,150
1,325,221
1,331,469
0,334,153
0,340,357
1,347,237
1,348,362
0,353,409
0,363,356
1,366,423
1,368,77
1,369,441
1,372,453
0,386,360
1,392,174
1,400,203
1,406,155
1,414,253
1,419,243
1,428,296
1,430,270
0,433,316
0,251,354
