Group,Y,X
0,185,28
0,115,69
0,273,27
0,309,48
0,407,115
0,373,124
0,255,67
0,251,98
0,218,87
0,248,148
0,249,156
0,202,118
0,148,118
0,116,135
0,141,139
0,68,165
0,21,230
0,56,213
0,107,437
0,133,462
0,297,491
0,315,457
0,363,448
0,366,458
0,409,399
0,404,349
0,390,307
0,403,257
0,404,265
0,396,224
0,387,175
0,362,202
0,355,211
0,335,189
0,307,159
0,308,124
0,186,147
0,206,170
0,150,169
0,141,178
0,106,181
0,94,184
0,84,243
0,146,236
0,123,286
0,107,308
0,117,325
0,76,332
0,94,339
0,118,349
0,134,354
0,126,382
0,150,261
0,165,267
0,155,289
0,178,250
0,203,249
0,211,241
0,204,264
0,211,359
0,229,360
0,227,369
0,202,383
0,243,429
0,254,430
0,289,439
0,304,412
0,338,410
0,358,401
0,377,369
0,332,342
0,345,288
0,307,218
0,272,202
0,255,208
0,256,220
0,237,216
0,254,237
0,272,222
0,269,229
0,299,249
0,297,272
0,287,320
0,297,339
0,261,351
0,257,361
0,270,370
0,300,378
0,268,391
0,220,289
0,231,262
0,254,257
0,243,288
0,223,309
0,253,364
0,291,342
