Group,Y,X
0,26,178
0,35,185
0,50,213
0,50,230
0,48,282
0,32,327
0,81,269
0,104,240
0,110,245
0,108,181
0,124,138
0,164,60
0,211,60
0,246,20
0,384,51
0,397,70
0,342,55
0,341,69
0,305,58
0,287,65
0,296,72
0,313,94
0,316,110
0,366,81
0,368,89
0,237,92
0,263,97
0,208,132
0,168,119
0,160,123
0,175,148
0,187,138
0,128,186
0,207,169
0,238,141
0,219,174
0,229,182
0,235,189
0,262,203
0,286,142
0,290,183
0,309,184
0,328,178
0,340,199
0,331,207
0,314,214
0,352,218
0,362,153
0,384,131
0,365,166
0,360,172
0,426,139
0,447,138
0,450,152
0,460,168
0,475,186
0,418,183
0,416,198
0,387,216
0,399,246
0,371,279
0,351,288
0,445,272
0,477,279
0,502,255
0,501,225
0,488,340
0,463,332
0,398,316
0,412,323
0,417,344
0,378,356
0,360,320
0,341,322
0,338,469
0,294,423
0,317,292
0,302,257
0,300,277
0,281,234
0,283,243
0,261,271
0,247,303
0,213,237
0,195,252
0,205,254
0,206,261
0,229,280
0,202,285
0,188,277
0,177,278
0,153,275
0,158,301
0,141,292
0,128,290
0,112,297
0,121,302
0,139,319
0,88,355
0,266,342
0,224,330
0,198,334
0,141,381
0,175,413
0,227,445
0,275,452
1,349,245
