Group,Y,X
0,62,170
0,65,198
0,82,168
0,130,91
0,479,307
0,390,199
0,362,69
0,313,89
0,281,23
0,288,158
0,329,192
0,324,246
0,322,361
0,266,465
0,261,286
0,269,301
0,135,237
0,113,295
0,139,394
0,123,109
0,168,61
0,168,74
0,125,57
0,222,101
0,237,109
0,229,131
0,185,171
0,171,227
0,167,292
0,189,276
0,199,304
0,195,203
0,146,187
0,427,285
0,108,76
1,71,108
1,97,92
1,111,107
1,102,111
1,102,130
1,88,145
1,44,153
1,60,144
1,61,155
1,67,180
1,44,207
1,52,231
1,60,247
1,92,171
1,61,346
0,64,353
1,78,330
1,94,282
1,94,291
1,124,307
1,139,348
1,110,366
1,126,388
1,133,417
1,173,427
1,121,72
1,133,76
1,135,126
1,150,55
1,170,42
1,181,46
1,175,54
1,198,31
1,220,43
1,261,39
1,241,62
1,219,68
1,360,45
1,388,56
1,440,103
1,404,112
1,397,141
1,397,153
1,395,170
1,435,339
1,470,269
1,374,410
1,317,474
1,356,198
1,339,226
1,350,238
1,342,249
1,333,264
1,297,263
1,288,272
1,284,293
1,269,353
1,312,371
1,339,366
1,244,352
1,243,380
1,209,346
1,200,370
1,122,236
1,126,228
1,154,209
1,199,221
1,200,257
1,226,248
1,207,172
1,229,158
1,210,138
1,213,114
1,203,120
1,180,116
1,200,82
1,212,89
1,133,251
1,156,300
1,190,289
1,236,292
1,231,89
1,238,95
1,245,93
1,264,105
1,282,108
1,282,129
1,293,147
1,308,152
1,327,122
1,357,131
1,366,123
1,276,166
1,289,170
1,301,173
1,298,181
1,304,210
1,248,199
1,256,214
1,268,207
1,273,218
1,284,216
1,280,232
1,120,130
1,124,140
1,157,273
1,156,282
1,26,186
1,23,194
1,23,199
1,18,211
1,37,357
