Group,Y,X
0,320,111
0,276,168
0,333,245
0,407,275
0,426,231
0,403,370
0,380,451
0,66,233
0,82,329
0,71,409
0,107,437
0,124,392
0,154,392
0,207,435
0,208,270
0,248,252
0,420,188
0,214,292
0,224,289
0,223,310
0,235,356
0,238,371
0,270,323
0,319,326
0,312,361
0,312,392
0,381,363
0,268,455
0,274,477
0,259,492
1,55,213
1,48,265
1,82,292
1,68,326
1,181,249
1,225,243
1,262,204
1,211,109
1,260,64
1,300,102
1,399,113
1,435,193
1,450,262
1,459,270
1,491,317
1,492,328
1,422,260
1,271,256
1,335,338
1,375,345
1,382,371
1,336,451
1,305,456
1,171,468
1,156,428
1,205,293
